0.75 0.6 0.25
0.05 0.0 0.8
0.0 0.25 0.0
0.0 0.0 0.83
0.0 0.1 0.9
0.0 0.8 0.2
1.0 0.0 0.85
0.0 0.0 0.85
0.95 0.3 0.0
0.0 0.8 0.0
0.85 0.95 0.0
0.7 0.95 0.0
0.85 0.1 0.0
0.0 0.0 0.0
0.35 0.7 0.0
0.0 0.0 0.95
1.0 0.0 0.0
0.35 0.1 0.85
0.35 0.65 0.1
0.0 0.0 0.0
0.8 0.3 0.0
0.95 0.0 0.0
0.85 0.05 0.9
0.95 0.0 0.45
1.0 0.0 0.0
0.85 0.05 0.1
0.0 0.9 0.1
0.95 0.0 0.05
0.65 0.2 0.0
0.0 0.0 0.05
0.0 0.8 0.0
0.7 0.5 0.8
1.0 0.0 0.0
0.0 0.8 0.2
0.95 0.2 0.0
1.0 0.0 0.0
0.45 0.0 0.0
1.0 0.0 0.25
1.0 0.67 0.0
0.0 0.33 0.67
1.0 0.0 0.0
0.95 0.0 0.0
0.25 0.0 0.75
1.0 0.0 0.25
0.73 0.46 0.93
0.9 0.0 0.0
0.75 0.1 0.4
0.0 0.0 0.25
0.95 0.05 0.0
0.0 0.0 1.0
1.0 0.0 0.0
0.25 0.0 0.75
0.95 0.05 0.0
0.7 0.2 0.0
0.88 0.0 0.0
0.95 0.0 0.0
0.95 0.0 0.05
0.0 0.0 0.8
0.65 0.35 0.0
0.75 0.75 0.0
1.0 0.0 0.0
0.0 0.0 0.98
0.0 0.0 0.0
0.25 0.0 0.75
0.0 0.05 0.95
0.65 0.45 0.0
0.0 0.0 0.35
0.95 0.05 0.0
0.95 0.05 0.0
0.85 0.05 0.0
0.85 0.0 0.0
0.85 0.0 0.0
0.85 0.65 0.0
1.0 0.0 0.25
0.95 0.0 0.0
0.45 0.2 0.75
0.0 0.0 0.25
0.0 0.0 0.33
1.0 0.0 0.0
0.0 0.0 0.75
0.67 0.33 0.0
0.95 0.05 0.2
0.0 0.0 0.0
0.0 0.0 0.4
0.0 0.0 1.0
0.68 0.0 0.32
0.0 0.0 0.85
0.95 0.0 0.0
0.75 0.9 0.0
0.8 0.0 0.0
0.9 0.9 0.0
0.95 0.0 0.0
0.35 0.0 0.65
0.85 0.0 0.15
0.85 0.0 0.0
0.0 0.0 0.8
0.0 0.6 0.8
0.95 0.05 0.25
0.0 0.0 0.8
0.25 0.75 0.0
0.85 0.35 0.1
0.98 0.0 0.0
0.7 0.6 0.0
0.7 0.0 1.0
0.75 0.65 0.0
0.75 0.25 0.0
0.85 0.1 0.75
0.95 0.0 0.0
0.67 0.33 0.4
0.85 0.0 0.0
0.85 0.4 0.15
0.98 0.0 0.0
0.8 0.0 0.0
0.98 0.36 0.0
0.95 0.0 0.0
0.0 0.0 0.4
0.95 0.0 0.05
0.0 0.0 0.75
1.0 0.0 0.0
0.35 0.65 0.0
0.85 0.2 0.0
1.0 0.0 0.0
0.0 0.0 0.0
0.85 0.05 0.1
0.85 0.0 0.0
1.0 0.0 0.0
0.45 0.05 0.1
0.82 0.0 0.0
0.0 0.0 0.0
0.95 0.0 0.0
0.0 0.0 0.4
0.98 0.0 0.57
0.75 0.0 0.0
1.0 0.75 0.0
0.95 0.0 0.0
1.0 0.0 0.0
0.45 0.25 0.0
1.0 0.0 0.0
0.95 0.05 0.0
0.0 0.0 0.89
0.0 0.0 0.75
0.35 0.7 0.65
0.85 0.15 0.0
0.87 0.93 0.0
0.0 0.0 0.75
0.95 0.85 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.35 0.15 0.85
0.65 0.85 0.0
0.0 0.0 0.37
0.0 0.4 0.6
0.25 0.75 0.65
0.35 0.0 0.65
0.05 0.0 0.95
0.85 0.0 0.0
0.85 0.0 0.0
0.0 0.0 0.0
0.0 0.0 0.0
0.95 0.75 0.0
0.97 0.83 0.0
0.25 0.0 0.75
0.95 0.0 0.0
0.85 0.2 0.0
0.85 0.0 0.0
0.0 0.0 0.0
0.3 0.0 0.7
1.0 0.0 0.25
0.86 0.0 0.0
0.75 0.25 0.8
0.85 0.0 0.25
0.35 0.0 0.65
0.95 0.05 0.6
0.0 0.0 0.95
0.85 0.45 0.05
1.0 0.25 0.75
0.33 0.0 0.94
1.0 0.0 0.0
0.0 0.0 0.85
0.95 0.0 0.3
1.0 0.5 0.75
0.87 0.94 0.0
0.85 0.2 0.0
0.0 0.0 0.95
0.4 0.3 0.2
0.85 0.0 0.0
0.3 0.8 0.0
0.87 0.74 0.0
1.0 0.0 0.0
0.95 0.05 0.0
0.8 0.0 0.0
0.95 0.0 0.0
0.8 0.0 0.0
0.95 0.0 0.25
0.25 0.75 0.0
0.2 0.0 0.0
0.0 0.0 0.95
0.75 0.25 0.0
0.95 0.0 0.0
0.0 0.0 0.3
0.0 0.0 0.75
0.75 0.25 0.0
0.0 1.0 0.0
0.0 0.0 0.85
0.95 0.25 0.05
0.95 0.0 0.0
0.85 0.6 0.0
0.85 0.1 0.05
0.95 0.2 0.0
0.95 0.0 0.4
0.82 0.73 0.64
0.95 0.2 0.45
0.85 0.0 0.2
0.0 0.0 0.95
0.0 0.33 0.67
1.0 0.5 0.3
0.85 0.2 0.05
1.0 0.25 0.0
1.0 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.5
0.85 0.05 0.05
0.95 0.2 0.0
1.0 0.0 0.0
0.95 0.05 0.0
0.85 0.0 0.0
0.85 0.05 0.0
0.0 0.0 0.83
0.0 0.0 0.3
0.95 0.2 0.0
0.0 0.0 0.8
0.2 0.0 0.8
0.65 0.75 0.0
0.0 0.3 0.7
0.98 0.47 0.0
0.0 0.0 0.25
0.95 0.0 0.2
0.0 0.0 0.95
1.0 0.0 0.0
1.0 0.0 0.0
0.95 0.25 0.05
0.95 0.05 0.0
1.0 0.25 0.0
1.0 0.75 0.0
1.0 0.0 0.0
0.95 0.0 0.2
0.95 0.0 0.0
0.75 0.0 0.0
1.0 0.0 0.0
0.85 0.3 0.05
0.95 0.0 0.35
0.85 0.8 0.0
0.95 0.0 0.0
0.0 0.0 0.95
0.99 0.23 0.04
0.0 0.0 0.89
0.95 0.0 0.0
0.45 0.35 0.0
0.85 0.9 0.0
0.5 0.9 0.1
1.0 0.0 0.25
1.0 0.0 0.0
0.85 0.15 0.0
1.0 0.5 0.0
0.7 0.8 0.0
0.95 0.0 0.0
0.95 0.0 0.0
0.0 0.3 0.7
0.95 0.0 0.05
0.0 0.0 0.8
1.0 0.0 0.0
0.85 0.75 0.15
0.5 0.6 0.0
0.75 0.25 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.95 0.05 0.0
0.95 0.0 0.0
0.0 0.8 0.2
0.0 0.85 0.0
1.0 0.0 0.0
0.45 0.3 0.6
0.3 0.6 0.0
0.75 0.25 0.0
0.0 0.67 0.0
0.67 1.0 0.0
0.95 0.8 0.0
0.0 0.95 0.0
0.85 0.15 0.1
0.94 0.06 0.0
0.0 0.9 0.0
0.4 0.7 0.0
0.0 0.0 0.75
0.0 0.0 0.3
0.3 0.0 0.7
0.95 0.0 0.0
0.95 0.05 0.0
1.0 0.0 0.0
0.4 0.0 0.3
0.65 0.95 0.0
0.0 0.0 0.4
0.0 0.0 0.33
0.0 0.4 0.0
0.2 0.8 0.0
0.95 0.85 0.0
0.3 0.2 0.7
0.3 0.7 0.0
1.0 0.0 0.0
0.98 0.02 0.0
0.0 0.0 0.5
0.35 0.0 0.65
1.0 0.0 0.0
0.97 0.0 0.0
0.97 0.0 0.0
0.75 0.25 0.0
0.0 0.0 0.89
0.5 0.8 0.0
0.73 0.0 0.49
0.95 0.0 0.0
0.65 0.05 0.2
1.0 0.0 0.0
0.95 0.0 0.0
1.0 0.0 0.0
1.0 0.0 0.25
1.0 0.0 0.0
0.0 0.0 0.85
1.0 0.0 0.0
0.85 0.0 0.0
0.05 0.0 0.95
1.0 0.25 0.0
1.0 0.0 0.0
1.0 0.0 0.0
0.25 0.0 0.0
1.0 0.8 0.2
0.75 0.25 0.0
0.89 0.63 0.0
0.95 0.75 0.0
0.95 0.0 0.0
0.95 0.05 0.0
0.0 0.35 0.0
0.7 0.3 0.0
0.0 0.0 0.9
0.95 0.0 0.0
0.7 0.0 0.3
0.0 0.0 0.0
0.95 0.2 0.0
0.0 0.0 0.85
0.5 0.0 0.0
0.4 0.1 0.5
0.95 0.0 0.0
0.05 0.8 0.0
1.0 0.0 0.67
0.8 0.1 0.6
0.19 0.78 0.03
0.6 0.8 0.1
0.0 0.33 0.0
0.85 0.1 0.05
0.2 0.8 0.0
1.0 0.0 0.0
0.85 0.0 0.15
1.0 0.0 0.25
0.0 0.0 0.25
0.85 0.2 0.3
1.0 0.0 0.5
0.0 0.0 0.95
1.0 0.0 0.0
1.0 0.75 0.0
0.95 0.45 0.0
0.3 0.7 0.0
0.0 0.7 0.1
0.15 0.85 0.0
0.85 0.1 0.0
0.0 0.0 0.8
0.84 0.06 0.0
0.84 0.0 0.16
0.0 0.0 0.95
0.25 0.0 0.75
0.75 0.0 0.0
0.45 0.75 0.25
0.83 0.0 0.0
0.0 0.0 1.0
0.75 0.0 0.0
0.85 0.2 0.0
0.98 0.36 0.0
0.85 0.75 0.25
0.25 0.65 0.35
0.0 0.0 0.67
0.9 0.0 0.1
0.25 0.0 0.75
0.0 0.0 0.0
0.8 0.6 0.0
0.0 0.0 0.83
0.35 0.45 0.0
1.0 0.0 0.5
0.95 0.05 0.0
0.98 0.02 0.0
0.85 0.4 0.2
0.0 0.0 0.95
1.0 0.25 0.0
0.75 0.25 0.0
0.0 0.0 0.33
0.85 0.05 0.1
0.75 0.25 0.0
0.0 0.0 0.5
0.85 0.95 0.0
0.0 0.0 0.1
0.85 0.15 0.7
0.25 0.0 0.75
0.85 0.75 0.2
0.95 0.25 0.15
0.0 0.0 0.8
0.75 0.15 0.1
1.0 0.85 0.0
0.0 0.0 0.95
0.98 0.72 0.4
0.25 0.0 0.75
0.95 0.8 0.2
0.3 0.1 0.6
0.0 1.0 0.0
0.05 0.05 0.75
0.0 0.0 1.0
0.0 0.0 0.0
0.3 0.0 0.0
0.85 0.05 0.0
0.85 0.25 0.35
0.8 0.6 0.0
0.25 0.0 0.0
0.85 0.0 0.15
1.0 0.0 0.0
1.0 0.0 0.0
0.0 0.0 0.85
1.0 0.67 0.0
0.35 0.15 0.05
0.98 0.02 0.0
0.8 0.4 0.0
0.0 0.0 0.0
0.75 0.0 0.25
0.0 0.0 0.0
0.95 0.75 0.05
0.75 0.0 0.0
0.35 0.25 0.0
0.95 0.05 0.0
0.75 0.25 0.25
0.9 0.7 0.1
0.25 0.0 0.0
0.0 0.0 1.0
0.0 0.0 0.95
0.0 0.25 0.0
0.85 0.0 0.0
0.5 0.0 0.7
0.5 0.0 0.8
0.0 0.0 0.0
0.0 0.0 0.5
0.35 0.1 0.75
0.15 0.0 0.85
0.5 0.2 0.8
0.85 0.0 0.0
0.74 0.65 0.0
0.0 0.0 0.0
0.45 0.95 0.05
0.0 0.0 0.33
0.8 0.0 0.4
0.95 0.0 0.0
0.95 0.75 0.0
0.3 0.0 0.0
0.25 0.75 0.0
0.3 0.8 0.0
1.0 0.0 0.0
0.0 0.0 0.67
0.0 0.75 0.25
1.0 0.67 0.0
0.0 0.67 0.0
0.65 0.9 0.0
0.25 0.4 0.0
0.75 0.25 0.0
